model,step,eval_type,task,metric,mean_value,std_value,n
EleutherAI/pythia-410m-deduped,143000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.4,0.5477225575051661,5
EleutherAI/pythia-410m-deduped,0,multiple_choice,arithmetic_small,gold_logprob_margin,-0.7859375,0.7609391042077546,5
EleutherAI/pythia-410m-deduped,128,multiple_choice,arithmetic_small,gold_logprob_margin,-1.29921875,1.1174797476143024,5
EleutherAI/pythia-410m-deduped,512,multiple_choice,arithmetic_small,gold_logprob_margin,-0.444140625,0.6058523230569605,5
EleutherAI/pythia-410m-deduped,1000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.2640625,0.31338497737282933,5
EleutherAI/pythia-410m-deduped,2000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.32109375,0.4173513255115527,5
EleutherAI/pythia-410m-deduped,3000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.21875,0.631001459425313,5
EleutherAI/pythia-410m-deduped,8000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.924609375,0.8061954923435134,5
EleutherAI/pythia-410m-deduped,16000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.374609375,0.4083488824699452,5
EleutherAI/pythia-410m-deduped,64000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.57734375,0.4437347839325645,5
EleutherAI/pythia-410m-deduped,143000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.259375,0.3621833207265348,5
EleutherAI/pythia-410m-deduped,0,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-410m-deduped,128,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.0,0.0,4
EleutherAI/pythia-410m-deduped,512,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,1000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.75,0.5,4
EleutherAI/pythia-410m-deduped,2000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,3000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,8000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,16000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.75,0.5,4
EleutherAI/pythia-410m-deduped,64000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-410m-deduped,143000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-410m-deduped,0,multiple_choice,sequence_completion,accuracy_raw_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-410m-deduped,128,multiple_choice,sequence_completion,accuracy_raw_logprob,0.0,0.0,4
EleutherAI/pythia-410m-deduped,512,multiple_choice,sequence_completion,accuracy_raw_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,1000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.75,0.5,4
EleutherAI/pythia-410m-deduped,2000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,3000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,8000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.25,0.5,4
EleutherAI/pythia-410m-deduped,16000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.75,0.5,4
EleutherAI/pythia-410m-deduped,64000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-410m-deduped,143000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-410m-deduped,0,multiple_choice,sequence_completion,gold_logprob_margin,-0.158203125,1.0313757617445072,4
EleutherAI/pythia-410m-deduped,128,multiple_choice,sequence_completion,gold_logprob_margin,-0.595703125,0.4528723703087466,4
EleutherAI/pythia-410m-deduped,512,multiple_choice,sequence_completion,gold_logprob_margin,-0.3955078125,0.5993208962671616,4
EleutherAI/pythia-410m-deduped,1000,multiple_choice,sequence_completion,gold_logprob_margin,-0.0927734375,0.8697314822148263,4
EleutherAI/pythia-410m-deduped,2000,multiple_choice,sequence_completion,gold_logprob_margin,-0.39599609375,0.4691387683620977,4
EleutherAI/pythia-410m-deduped,3000,multiple_choice,sequence_completion,gold_logprob_margin,-1.04931640625,1.6004341927127976,4
EleutherAI/pythia-410m-deduped,8000,multiple_choice,sequence_completion,gold_logprob_margin,0.56744384765625,2.1248379474912897,4
EleutherAI/pythia-410m-deduped,16000,multiple_choice,sequence_completion,gold_logprob_margin,1.008880615234375,2.586905113762517,4
EleutherAI/pythia-410m-deduped,64000,multiple_choice,sequence_completion,gold_logprob_margin,0.51953125,1.2421752161342317,4
EleutherAI/pythia-410m-deduped,143000,multiple_choice,sequence_completion,gold_logprob_margin,0.546630859375,1.2208558172731212,4
EleutherAI/pythia-410m-deduped,0,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.0,0.0,3
EleutherAI/pythia-410m-deduped,128,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.3333333333333333,0.5773502691896258,3
EleutherAI/pythia-410m-deduped,512,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-410m-deduped,1000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-410m-deduped,2000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,3000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,8000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,16000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,64000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,143000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,0,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.0,0.0,3
EleutherAI/pythia-410m-deduped,128,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.3333333333333333,0.5773502691896258,3
EleutherAI/pythia-410m-deduped,512,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-410m-deduped,1000,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-410m-deduped,2000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,3000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,8000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,16000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,64000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,143000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-410m-deduped,0,multiple_choice,syntax_regularities,gold_logprob_margin,-0.6927083333333334,0.22294161172733848,3
EleutherAI/pythia-410m-deduped,128,multiple_choice,syntax_regularities,gold_logprob_margin,0.1796875,1.429900940351726,3
EleutherAI/pythia-410m-deduped,512,multiple_choice,syntax_regularities,gold_logprob_margin,1.9114583333333333,3.127953519640061,3
EleutherAI/pythia-410m-deduped,1000,multiple_choice,syntax_regularities,gold_logprob_margin,4.169270833333333,4.546998047447302,3
EleutherAI/pythia-410m-deduped,2000,multiple_choice,syntax_regularities,gold_logprob_margin,5.7119140625,4.397827214509365,3
EleutherAI/pythia-410m-deduped,3000,multiple_choice,syntax_regularities,gold_logprob_margin,6.855143229166667,5.228587519982993,3
EleutherAI/pythia-410m-deduped,8000,multiple_choice,syntax_regularities,gold_logprob_margin,6.96484375,4.342838328901568,3
EleutherAI/pythia-410m-deduped,16000,multiple_choice,syntax_regularities,gold_logprob_margin,6.61669921875,4.750110599836398,3
EleutherAI/pythia-410m-deduped,64000,multiple_choice,syntax_regularities,gold_logprob_margin,6.601236979166667,4.3813970754246725,3
EleutherAI/pythia-410m-deduped,143000,multiple_choice,syntax_regularities,gold_logprob_margin,7.575520833333333,5.665987460252589,3
EleutherAI/pythia-70m-deduped,0,lm_loss,fixed_text,nll,11.0359375,0.11907336728620303,5
EleutherAI/pythia-70m-deduped,128,lm_loss,fixed_text,nll,7.953125,0.49324044117701865,5
EleutherAI/pythia-70m-deduped,512,lm_loss,fixed_text,nll,6.29765625,0.45570554254244733,5
EleutherAI/pythia-70m-deduped,1000,lm_loss,fixed_text,nll,5.740625,0.84721780855735,5
EleutherAI/pythia-70m-deduped,2000,lm_loss,fixed_text,nll,5.3328125,0.5949014841794448,5
EleutherAI/pythia-70m-deduped,3000,lm_loss,fixed_text,nll,5.2359375,0.5517196128922732,5
EleutherAI/pythia-70m-deduped,8000,lm_loss,fixed_text,nll,5.13984375,0.5638980023295436,5
EleutherAI/pythia-70m-deduped,16000,lm_loss,fixed_text,nll,4.97890625,0.6066181127101044,5
EleutherAI/pythia-70m-deduped,64000,lm_loss,fixed_text,nll,4.894140625,0.7056519263158582,5
EleutherAI/pythia-70m-deduped,143000,lm_loss,fixed_text,nll,4.9296875,0.6260184573051492,5
EleutherAI/pythia-70m-deduped,0,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.2,0.447213595499958,5
EleutherAI/pythia-70m-deduped,128,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,512,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,1000,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,2000,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.8,0.4472135954999579,5
EleutherAI/pythia-70m-deduped,3000,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.4,0.5477225575051661,5
EleutherAI/pythia-70m-deduped,8000,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.2,0.4472135954999579,5
EleutherAI/pythia-70m-deduped,16000,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,64000,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.2,0.447213595499958,5
EleutherAI/pythia-70m-deduped,143000,multiple_choice,arithmetic_small,accuracy_len_norm_logprob,0.2,0.447213595499958,5
EleutherAI/pythia-70m-deduped,0,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.2,0.447213595499958,5
EleutherAI/pythia-70m-deduped,128,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,512,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,1000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,2000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.8,0.4472135954999579,5
EleutherAI/pythia-70m-deduped,3000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.4,0.5477225575051661,5
EleutherAI/pythia-70m-deduped,8000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.2,0.4472135954999579,5
EleutherAI/pythia-70m-deduped,16000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.0,0.0,5
EleutherAI/pythia-70m-deduped,64000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.2,0.447213595499958,5
EleutherAI/pythia-70m-deduped,143000,multiple_choice,arithmetic_small,accuracy_raw_logprob,0.2,0.447213595499958,5
EleutherAI/pythia-70m-deduped,0,multiple_choice,arithmetic_small,gold_logprob_margin,-0.471875,0.7646797417362873,5
EleutherAI/pythia-70m-deduped,128,multiple_choice,arithmetic_small,gold_logprob_margin,-0.93125,0.5413264844739898,5
EleutherAI/pythia-70m-deduped,512,multiple_choice,arithmetic_small,gold_logprob_margin,-0.3390625,0.3107666773229958,5
EleutherAI/pythia-70m-deduped,1000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.640625,0.28549049332218357,5
EleutherAI/pythia-70m-deduped,2000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.05390625,1.0008022904696885,5
EleutherAI/pythia-70m-deduped,3000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.274609375,0.5477768791007372,5
EleutherAI/pythia-70m-deduped,8000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.364453125,0.27765167764946513,5
EleutherAI/pythia-70m-deduped,16000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.384765625,0.10835003846312626,5
EleutherAI/pythia-70m-deduped,64000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.437890625,0.40312140411429176,5
EleutherAI/pythia-70m-deduped,143000,multiple_choice,arithmetic_small,gold_logprob_margin,-0.800390625,0.4474327608026184,5
EleutherAI/pythia-70m-deduped,0,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-70m-deduped,128,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.25,0.5,4
EleutherAI/pythia-70m-deduped,512,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,1000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.25,0.5,4
EleutherAI/pythia-70m-deduped,2000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,3000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,8000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,16000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,64000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,143000,multiple_choice,sequence_completion,accuracy_len_norm_logprob,0.25,0.5,4
EleutherAI/pythia-70m-deduped,0,multiple_choice,sequence_completion,accuracy_raw_logprob,0.5,0.5773502691896257,4
EleutherAI/pythia-70m-deduped,128,multiple_choice,sequence_completion,accuracy_raw_logprob,0.25,0.5,4
EleutherAI/pythia-70m-deduped,512,multiple_choice,sequence_completion,accuracy_raw_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,1000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.25,0.5,4
EleutherAI/pythia-70m-deduped,2000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,3000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,8000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,16000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,64000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.0,0.0,4
EleutherAI/pythia-70m-deduped,143000,multiple_choice,sequence_completion,accuracy_raw_logprob,0.25,0.5,4
EleutherAI/pythia-70m-deduped,0,multiple_choice,sequence_completion,gold_logprob_margin,-0.5078125,0.8591382249576219,4
EleutherAI/pythia-70m-deduped,128,multiple_choice,sequence_completion,gold_logprob_margin,-0.3779296875,0.41094758730886105,4
EleutherAI/pythia-70m-deduped,512,multiple_choice,sequence_completion,gold_logprob_margin,-0.7109375,0.31644643520533877,4
EleutherAI/pythia-70m-deduped,1000,multiple_choice,sequence_completion,gold_logprob_margin,-1.205810546875,1.233200447982639,4
EleutherAI/pythia-70m-deduped,2000,multiple_choice,sequence_completion,gold_logprob_margin,-0.88427734375,0.7326993831911854,4
EleutherAI/pythia-70m-deduped,3000,multiple_choice,sequence_completion,gold_logprob_margin,-0.94775390625,0.9436530057061349,4
EleutherAI/pythia-70m-deduped,8000,multiple_choice,sequence_completion,gold_logprob_margin,-0.87103271484375,0.5299337339885666,4
EleutherAI/pythia-70m-deduped,16000,multiple_choice,sequence_completion,gold_logprob_margin,-1.0157470703125,0.7124046724807366,4
EleutherAI/pythia-70m-deduped,64000,multiple_choice,sequence_completion,gold_logprob_margin,-0.57763671875,0.4395655961397947,4
EleutherAI/pythia-70m-deduped,143000,multiple_choice,sequence_completion,gold_logprob_margin,-1.00048828125,0.8172941353480498,4
EleutherAI/pythia-70m-deduped,0,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.3333333333333333,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,128,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.3333333333333333,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,512,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,1000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,2000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,3000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,8000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,16000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,64000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,143000,multiple_choice,syntax_regularities,accuracy_len_norm_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,0,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.3333333333333333,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,128,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.3333333333333333,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,512,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,1000,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,2000,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,3000,multiple_choice,syntax_regularities,accuracy_raw_logprob,0.6666666666666666,0.5773502691896258,3
EleutherAI/pythia-70m-deduped,8000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,16000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,64000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,143000,multiple_choice,syntax_regularities,accuracy_raw_logprob,1.0,0.0,3
EleutherAI/pythia-70m-deduped,0,multiple_choice,syntax_regularities,gold_logprob_margin,-0.07291666666666667,0.5207096207240494,3
EleutherAI/pythia-70m-deduped,128,multiple_choice,syntax_regularities,gold_logprob_margin,-0.36328125,1.7738891564181265,3
EleutherAI/pythia-70m-deduped,512,multiple_choice,syntax_regularities,gold_logprob_margin,1.84375,3.6859023949154905,3
EleutherAI/pythia-70m-deduped,1000,multiple_choice,syntax_regularities,gold_logprob_margin,3.8502604166666665,5.1280930032454455,3
EleutherAI/pythia-70m-deduped,2000,multiple_choice,syntax_regularities,gold_logprob_margin,4.199869791666667,3.981933962979622,3
EleutherAI/pythia-70m-deduped,3000,multiple_choice,syntax_regularities,gold_logprob_margin,4.494140625,4.266583121991793,3
EleutherAI/pythia-70m-deduped,8000,multiple_choice,syntax_regularities,gold_logprob_margin,5.496744791666667,3.263843299781808,3
EleutherAI/pythia-70m-deduped,16000,multiple_choice,syntax_regularities,gold_logprob_margin,6.964192708333333,3.1418444541861286,3
EleutherAI/pythia-70m-deduped,64000,multiple_choice,syntax_regularities,gold_logprob_margin,6.454752604166667,3.514227740636263,3
EleutherAI/pythia-70m-deduped,143000,multiple_choice,syntax_regularities,gold_logprob_margin,4.998372395833333,3.999512205580664,3
